lemma,frequency,gloss_source,gloss,hdbscan_cluster,hdbscan_label,ward_12,ward_12_label,ward_25,ward_25_label,ward_50,ward_50_label,ward_100,ward_100_label,ward_150,ward_150_label,ward_200,ward_200_label,ward_250,ward_250_label
βιοτή,1,lsj,"living, sustenance",36,"dead, life, living, live",12,"wrath, reproach, slain, pray",25,"wrath, slay, slain, destroy",49,"slay, destroy, sacrifice, slain",98,"slay, sacrifice, slain, dead",147,"dead, mortal, funeral, burial",195,"mortal, dead, die, life",242,"mortal, dead, die, life"
εὐρυφυής,1,lsj,"broadgrowing, broad-eared",260,"broad, gates, wide, feet",2,"double, round, stretch, house",5,"round, double, stretch, curved",8,"round, stretch, curved, bend",17,"stretch, curved, bend, spread",25,"stretch, spread, wide, broad",33,"stretch, spread, wide, broad",42,"spread, wide, broad, far"
εὐλείμων,1,lsj,with goodly meadows,127,"meadow, pasture, grassy, ground backwater",2,"double, round, stretch, house",4,"house, stone, door, roof",7,"house, stone, door, wall",16,"stone, rock, hill, citadel",23,"hill, citadel, peak, mound",31,"hill, citadel, peak, mound",39,"hill, citadel, peak, mound"
καλλικρήδεμνος,1,lsj,with beautiful head-band,232,"beautiful, ears, locks yellow, yellow veil",9,"fear, sleep, years, day",18,"fear, hide, fight, shield",37,"laugh, mock, lycia, shudder",74,"lycia, shrewd, look, thrace",110,"benched, fed, goodly spokes, blowing strong",147,"steeds, arched, crooked, ears",186,"steeds, arched, crooked, ears"
θής,1,lsj,"serf, bondsman; hired labourer; hired servant-girl; menial",63,"hired, serve, labourer, servant",8,"gather, eat, set, ask",16,"gather, eat, ask, prize",34,"gift, prize, guest, work",67,"work, slave, toil, men",99,"work, slave, toil, men",130,"work, toil, labourer, nurse",160,"work, toil, labourer, servant"
ἄσιτος,1,lsj,"without food, fasting; of forbidden food",52,"eat, devour, hunger, food",8,"gather, eat, set, ask",16,"gather, eat, ask, prize",32,"eat, meal, feast, hunger",64,"eat, meal, feast, supper",94,"eat, devour, hunger, food",122,"eat, devour, hunger, food",151,"eat, devour, hunger, food"
κνώσσω,1,lsj,slumber,174,"sleep, dream, bed, pass night",9,"fear, sleep, years, day",20,"sleep, sit, seat, lie",41,"sleep, sit, seat, lie",81,"sleep, dream, awake, waking",120,"sleep, dream, awake, waking",158,"sleep, dream, awake, waking",197,"sleep, dream, awake, waking"
ὀνείρειος,1,lsj,of dreams,174,"sleep, dream, bed, pass night",9,"fear, sleep, years, day",20,"sleep, sit, seat, lie",41,"sleep, sit, seat, lie",81,"sleep, dream, awake, waking",120,"sleep, dream, awake, waking",158,"sleep, dream, awake, waking",197,"sleep, dream, awake, waking"
ἀμφιτρομέω,1,lsj,tremble for,18,"tremble, shake, quivering, quake",6,"leap, away, come, send",11,"leap, rouse, tremble, throw",23,"leap, rouse, tremble, throw",44,"rouse, tremble, stir, shake",66,"stir, tremble, rouse, shake",84,"tremble, shake, quake, quiver",102,"tremble, shake, quake, quiver"
ἀμφίδυμος,1,lsj,"two-fold, double; of double nature; with two barbs",293,"double, folded, twofold, twice",2,"double, round, stretch, house",5,"round, double, stretch, curved",10,"double, right, hand, left",22,"double, folded, threefold, twofold",31,"double, folded, threefold, twofold",41,"double, twice, twofold, handled whichsoever",50,"double, twice, twofold, nature barbs"
καθιζάνω,1,lsj,"sit down; they went; and took their seats; settle, perch",94,"sit, settle, perch, sedentary",9,"fear, sleep, years, day",20,"sleep, sit, seat, lie",41,"sleep, sit, seat, lie",79,"sit, seat, chair, settle",118,"sit, seat, chair, settle",156,"sit, seat, chair, settle",195,"sit, seat, chair, settle"
ἀπονέω,1,lsj,unload; throw off a load from,262,"carry, away, snatch, remove",6,"leap, away, come, send",10,"away, cut, shut, break",20,"return, away, leave, retire",38,"return, away, leave, retire",57,"away, leave, retire, withdraw",73,"away, leave, retire, withdraw",89,"away, leave, retire, withdraw"
λάρος,1,lsj,"sea-mew, gull",205,"sea, beach, river, stillness",5,"pour, sea, wash, stream",8,"sea, sail, swim, ships",16,"sea, sail, swim, ship",32,"sea, sail, swim, ship",46,"sea, sail, swim, ship",61,"sea, sail, swim, ship",74,"sea, sail, swim, ship"
ἀγρώσσω,1,lsj,catch; go hunting,-1,(outlier),1,"draw, chariot, hair, swift",1,"swift, goat, wild, bird",1,"swift, goat, bird, wild",1,"herd, goat, cattle, wild",1,"herd, goat, cattle, wild",1,"beasts, prey, chase, huntress",1,"beasts, prey, chase, hunting"
κέδρος,1,lsj,"cedar-tree; prickly cedar, Juniperus Oxycedrus; Syrian cedar, J. excelsa; Phoenician cedar, J. phoenicea",176,"pine, cedar, acorn, quercus",3,"tree, plant, corn, wood",6,"tree, plant, wood, corn",11,"tree, plant, wood, grapes",24,"tree, wood, grapes, pine",33,"wood, pine, tree, cedar",45,"wood, pine, tree, cedar",54,"wood, pine, tree, cedar"
εὐκέατος,1,agwn,"capable of being split or cleft or divided in the direction of the grain: ""fissile crystals""; ""fissile wood""",-1,(outlier),3,"tree, plant, corn, wood",6,"tree, plant, wood, corn",12,"ashes, corn, barley, scatter",26,"ashes, scatter, dust, sand",37,"ashes, scatter, dust, sand",51,"scatter, sprinkle, disperse, crop",61,"scatter, sprinkle, disperse, crop"
θύον,1,lsj,"thyine-wood, citron-wood, Callitris quadrivalvis; burnt-offerings; incense",-1,(outlier),3,"tree, plant, corn, wood",6,"tree, plant, wood, corn",11,"tree, plant, wood, grapes",25,"plant, fragrant, grow, mix",36,"plant, grow, bloom, asphodel",50,"plant, asphodel, poppy, branch",60,"plant, asphodel, poppy, branch"
σκώψ,1,lsj,"owl; the little horned owl, Strix scops; a dance; shading the eyes with the hand",125,"bird, winged, corvus, poplar",1,"draw, chariot, hair, swift",3,"hair, skin, wool, cloth",6,"hair, neck, skin, milk",12,"hair, shaggy, beard, head",15,"face, head, helmet, eye",20,"face, head, helmet, eye",24,"eyes, eyed, face, eyeball"
τανύγλωσσος,1,lsj,"long-tongued, chattering",-1,(outlier),1,"draw, chariot, hair, swift",3,"hair, skin, wool, cloth",6,"hair, neck, skin, milk",13,"neck, milk, oil, table",18,"neck, throat, breast, stern",25,"neck, throat, tongue, teeth",31,"neck, throat, tongue, teeth"
ἡμερίς,1,lsj,the cultivated vine,171,"grapes, vine, uvula, bunch",3,"tree, plant, corn, wood",6,"tree, plant, wood, corn",11,"tree, plant, wood, grapes",24,"tree, wood, grapes, pine",34,"grapes, fig, tree, fruit",47,"grapes, fig, fruit, tree",56,"grapes, fig, fruit, tree"
ἴον,1,lsj,"violet, Viola odorata; gilliflower, Matthiola incana; flower; viola",-1,(outlier),3,"tree, plant, corn, wood",6,"tree, plant, wood, corn",11,"tree, plant, wood, grapes",24,"tree, wood, grapes, pine",34,"grapes, fig, tree, fruit",46,"saffron, arum, poplar, olive",55,"arum, saffron, poplar, olive"
θηλέω,1,lsj,"to be full of, abound in; grow luxuriantly, flourish; make to bloom",46,"grow, blooming, lily, fresh",3,"tree, plant, corn, wood",6,"tree, plant, wood, corn",11,"tree, plant, wood, grapes",25,"plant, fragrant, grow, mix",36,"plant, grow, bloom, asphodel",49,"grow, bloom, beget, engender",59,"grow, beget, bloom, flourishing"
ἀγνώς,1,lsj,"unknown; clam patre; obscure, unintelligible; dark, vague",-1,(outlier),12,"wrath, reproach, slain, pray",24,"swear, oath, know, reproach",47,"know, destiny, perceive, oracle",93,"know, perceive, recognize, learn",138,"know, perceive, recognize, learn",184,"know, perceive, recognize, learn",230,"know, perceive, recognize, learn"
ζηλήμων,1,lsj,jealous,-1,(outlier),9,"fear, sleep, years, day",18,"fear, hide, fight, shield",37,"laugh, mock, lycia, shudder",74,"lycia, shrewd, look, thrace",109,"lycia, shrewd, look, thrace",146,"lycia, shrewd, thrace, angry",184,"angry, cowardly, warlike, godlike"
ἐποπίζομαι,1,lsj,"regard with awe, reverence",235,"awe, reverence, shame, regard",11,"glad, delight, good, care",22,"glad, delight, care, rejoice",43,"glad, delight, care, awe",86,"glad, delight, heart, rejoice",126,"glad, delight, rejoice, awe",166,"awe, rejoice, reverence, exult",208,"awe, rejoice, reverence, honour"
ἐλεήμων,1,lsj,"pitiful, merciful",222,"pity, piteous, mercy, compassion",12,"wrath, reproach, slain, pray",24,"swear, oath, know, reproach",46,"pity, idle, vain, blind",92,"idle, pity, vain, blind",137,"vain, pity, idle, blind",182,"pity, miss, mercy, piteous",227,"pity, miss, piteous, mercy"
ταλαπενθής,1,lsj,"bearing great griefs, patient in woe; toilsome; woeful",265,"grief, grieving, mourning, sorrowing",12,"wrath, reproach, slain, pray",25,"wrath, slay, slain, destroy",50,"wrath, pain, baneful, anger",99,"pain, distressed, grief, tears",148,"pain, distressed, tears, wretched",197,"pain, distressed, wretched, tears",244,"pain, distressed, wretched, tears"
ἐναραρίσκω,1,lsj,fit; fasten in; to be fitted in,38,"fit, fasten, arrange, prepared",8,"gather, eat, set, ask",16,"gather, eat, ask, prize",31,"gather, meet, set, ready",62,"ready, set, build, prepare",90,"set, ready, fit, order",117,"set, ready, fit, order",145,"set, ready, fit, order"
οὐρανομήκης,1,lsj,"high as heaven, shooting up to heaven, exceeding high; tall; to the skies",-1,(outlier),4,"burn, dark, wind, heat",7,"burn, dark, heat, wind",13,"dark, black, white, grey",29,"light, bright, radiant, shine",42,"heaven, cloud, air, sky",57,"heaven, cloud, air, sky",70,"heaven, cloud, air, sky"
πελεκάω,1,lsj,hew; shape with an axe,221,"axe, shaft, pole, sword",1,"draw, chariot, hair, swift",2,"draw, chariot, bronze, dart",2,"bronze, axe, spear, pointed",4,"axe, wound, blood, spear",4,"axe, spear, knife, sword",5,"axe, spear, sword, knife",7,"axe, spear, sword, knife"
γόμφος,1,lsj,"bolt; dowel; bond, fastening; cross-ribs",220,"cord, rod, line, mast",1,"draw, chariot, hair, swift",2,"draw, chariot, bronze, dart",2,"bronze, axe, spear, pointed",6,"shaft, oar, rod, bar",7,"shaft, oar, rod, bar",11,"shaft, rod, bar, trumpet",14,"shaft, rod, bar, trumpet"
ἔδαφος,1,lsj,"bottom, foundation, base; bottom; ground-floor, pavement; ground",309,"earth, ground, soil, level",2,"double, round, stretch, house",4,"house, stone, door, roof",7,"house, stone, door, wall",15,"ground, trench, depth, dug",21,"ground, trench, depth, dug",28,"ground, earth, soil, level",36,"ground, earth, soil, level"
τεκτοσύνη,1,lsj,"the art of a joiner, carpentry; in its art",63,"hired, serve, labourer, servant",8,"gather, eat, set, ask",16,"gather, eat, ask, prize",34,"gift, prize, guest, work",67,"work, slave, toil, men",99,"work, slave, toil, men",130,"work, toil, labourer, nurse",160,"work, toil, labourer, servant"
ἐπηγκενίδες,1,lsj,long planks,29,"basket, wicker, mat, planks",2,"double, round, stretch, house",4,"house, stone, door, roof",7,"house, stone, door, wall",14,"house, roof, door, home",20,"roof, door, gates, wall",27,"roof, door, gates, wall",35,"roof, door, gates, folding"
ῥίψ,1,lsj,"plaited work; wicker-work, mat; bulwark",29,"basket, wicker, mat, planks",8,"gather, eat, set, ask",16,"gather, eat, ask, prize",34,"gift, prize, guest, work",67,"work, slave, toil, men",99,"work, slave, toil, men",130,"work, toil, labourer, nurse",160,"work, toil, labourer, servant"
οἰσύινος,1,lsj (relaxed match),"of osier, of wickerwork",29,"basket, wicker, mat, planks",8,"gather, eat, set, ask",16,"gather, eat, ask, prize",34,"gift, prize, guest, work",67,"work, slave, toil, men",99,"work, slave, toil, men",130,"work, toil, labourer, nurse",160,"work, toil, labourer, servant"
ὑπέρα,1,lsj,upper rope; braces; the brace,220,"cord, rod, line, mast",1,"draw, chariot, hair, swift",3,"hair, skin, wool, cloth",5,"cloth, wool, cord, girdle",11,"cord, girdle, rope, belt",13,"cord, girdle, rope, leathern",17,"cord, rope, line, string",21,"cord, rope, string, line"
κάλως,1,lsj,"reefing rope, reef; the reefs; set sail; reef",224,"sail, swim, sea, float",1,"draw, chariot, hair, swift",3,"hair, skin, wool, cloth",5,"cloth, wool, cord, girdle",11,"cord, girdle, rope, belt",13,"cord, girdle, rope, leathern",17,"cord, rope, line, string",21,"cord, rope, string, line"
μεταβουλεύω,1,lsj,"alter oneʼs plans, change oneʼs mind; repent of",302,"mind, devise, think, meditate",6,"leap, away, come, send",13,"flee, lead, come, send",25,"come, lead, send, accomplish",50,"send, accomplish, forth, urge",72,"send, accomplish, forth, urge",95,"send, accomplish, change, fulfil",117,"change, shift, alter, crossing"
περιστέφω,1,lsj,"enwreathe, surround",101,"shelter, surround, cover, embrace",6,"leap, away, come, send",12,"far, outside, near, hither",24,"outside, far, near, hither",48,"outside, surround, forth, house",70,"outside, surround, forth, door",91,"outside, surround, forth, door",111,"outside, surround, door, entrails"
τετράκις,1,lsj,four times,-1,(outlier),9,"fear, sleep, years, day",17,"day, years, time, early",36,"day, year, time, early",70,"year, day, time, long",105,"time, long, wise, far",139,"time, long, wise, far",174,"times, time time, everlasting, eternity"
ἐπιρρίπτω,1,lsj,cast at; throws; upon; manum injecit,15,"throw, cast, sprawling, toss",7,"born, son, old, ruler",15,"ruler, address, leader, divine",29,"troy, olympus, land, trojan",58,"abydos, son, nymph, ti",84,"son, phthia, nymph, pytho",109,"son, phthia, nymph, pytho",135,"son, phthia, pytho, nymph"
ὑπόβρυχα,1,lsj,under water,-1,(outlier),2,"double, round, stretch, house",4,"house, stone, door, roof",7,"house, stone, door, wall",15,"ground, trench, depth, dug",21,"ground, trench, depth, dug",29,"trench, deep, dug, ditch",37,"trench, deep, dug, ditch"
ἐκπτύω,1,lsj,spit out; cast up; spit; blab out,16,"vomit, spit, disgorge, sick",6,"leap, away, come, send",11,"leap, rouse, tremble, throw",23,"leap, rouse, tremble, throw",45,"breathe, vomit, blow, spit",67,"breathe, blow, vomit, spit",85,"breathe, blow, vomit, spit",103,"breathe, blow, vomit, spit"
ἄκανθα,1,lsj,"thorn, prickle; any thorny; prickly plant; Eryngium campestre",154,"poppy, saffron, arum, seaweed",3,"tree, plant, corn, wood",6,"tree, plant, wood, corn",11,"tree, plant, wood, grapes",24,"tree, wood, grapes, pine",34,"grapes, fig, tree, fruit",46,"saffron, arum, poplar, olive",55,"arum, saffron, poplar, olive"
Κάδμος,1,lsj,Cadmus; Cadmean; the Cadmeans; ancient inhabitants of Thebes,249,"achaian, thebes, greeks, abydos",7,"born, son, old, ruler",15,"ruler, address, leader, divine",29,"troy, olympus, land, trojan",57,"troy, olympus, land, trojan",83,"troy, olympus, land, trojan",108,"troy, land, olympus, trojan",134,"troy, olympus, trojan, athens"
Λευκοθέα,1,lsj,the white goddess; the faculty of seeing white,76,"peace, goddess, white, faculty seeing",7,"born, son, old, ruler",14,"born, old, wife, marriage",27,"wife, marriage, bride, brother",54,"wife, marriage, bride, brother",78,"woman, peace, goddess, mistress",103,"woman, peace, goddess, mistress",127,"woman, peace, goddess, queen"
ποτή,1,lsj,flight,140,"fly, flight, rout, wing",6,"leap, away, come, send",11,"leap, rouse, tremble, throw",23,"leap, rouse, tremble, throw",46,"throw, dash, fly, headlong",68,"throw, dash, fly, headlong",87,"fly, flight, run eagerly, matt",105,"fly, flight, run eagerly, ev matt"
φύξιμος,1,lsj,whither one can flee; where one can take refuge; possible; to escape,106,"flee, escape, shun, avoid",9,"fear, sleep, years, day",18,"fear, hide, fight, shield",39,"fear, hide, shield, cower",77,"hide, shield, shelter, covered",115,"shield, shelter, hide, refuge",153,"shield, shelter, hide, refuge",192,"shield, shelter, hide, covered"
θημών,1,lsj,heap,65,"heap, pile, chaff, winnowing fan",8,"gather, eat, set, ask",16,"gather, eat, ask, prize",34,"gift, prize, guest, work",68,"prize, worth, gain, oxen",101,"oxen, pile, heavy, worth",133,"oxen, pile, heavy, worth",166,"pile, heavy, weighed, heap"
κέλης,1,lsj,"courser, riding-horse; horse; fast-sailing yacht; pudenda muliebria",23,"chariot, horses, driver, ride",5,"pour, sea, wash, stream",8,"sea, sail, swim, ships",16,"sea, sail, swim, ship",32,"sea, sail, swim, ship",46,"sea, sail, swim, ship",61,"sea, sail, swim, ship",74,"sea, sail, swim, ship"
