lemma,gloss,best_category,best_pos,best_neg,assigned,entry_len,pos_kinship_family,pos_marriage,pos_friendship_affection,pos_hostility_enmity,pos_hospitality_xenia,pos_erotic_pederasty,pos_rank_kingship_rule,pos_military_rank,pos_servitude_slavery,pos_messenger_herald_envoy,pos_civic_community
φῐλοπον-έω,"love labour, be laborious; industrious; take great care of; take heed to; build as a labour of love; Docum.Ant.dell’ Africa Italiana; to be elaborated",servitude_slavery,0.536,0.465,False,608,0.196,0.284,0.282,0.254,0.22,0.322,0.317,0.197,0.536,0.237,0.204
φῐλοπον-ηρία,love of bad men and actions,hostility_enmity,0.494,0.516,False,77,0.249,0.337,0.444,0.494,0.146,0.41,0.301,0.311,0.299,0.128,0.127
φῐλοπόν-ηρος,friend to bad men; lover of evil,friendship_affection,0.471,0.381,True,144,0.24,0.236,0.471,0.41,0.274,0.464,0.263,0.215,0.249,0.122,0.127
φῐλοπον-ία,"love of labour, industry; laborious practice",servitude_slavery,0.501,0.539,False,400,0.176,0.302,0.298,0.228,0.246,0.317,0.243,0.201,0.501,0.135,0.154
φῐλόπον-ος,"laborious, industrious; toilsome, laborious",servitude_slavery,0.527,0.396,False,729,0.206,0.278,0.313,0.311,0.2,0.29,0.369,0.199,0.527,0.152,0.189
φῐλο-ποσία,"love of drinking, fondness for wine",friendship_affection,0.524,0.67,False,140,0.228,0.314,0.524,0.264,0.378,0.463,0.154,0.134,0.109,0.088,0.091
φῐλο-ποτέω,to be fond of drinking,hospitality_xenia,0.373,0.702,False,73,0.196,0.234,0.337,0.249,0.373,0.342,0.162,0.125,0.148,0.088,0.147
φῐλο-πότης,"lover of drinking, fond of wine",erotic_pederasty,0.471,0.602,False,213,0.195,0.281,0.354,0.237,0.3,0.471,0.164,0.141,0.134,0.08,0.142
φῐλό-ποτμος,"fond of misery, unfortunate",hostility_enmity,0.405,0.374,False,77,0.135,0.183,0.282,0.405,0.238,0.23,0.193,0.083,0.209,0.098,0.052
φῐλοπραγμ-ονέω,busy oneself about; seek busily after; to be meddlesome,servitude_slavery,0.357,0.311,False,221,0.098,0.289,0.294,0.353,0.153,0.23,0.271,0.292,0.357,0.171,0.179
φῐλοπραγμ-οσύνη,"busy disposition, meddlesomeness, restless habit of life",hostility_enmity,0.423,0.407,False,288,0.169,0.298,0.397,0.423,0.239,0.322,0.288,0.222,0.267,0.239,0.196
φῐλοπράγμ-ων,"fond of business; meddlesome, a busybody",servitude_slavery,0.399,0.491,False,297,0.152,0.282,0.296,0.302,0.291,0.325,0.243,0.314,0.399,0.204,0.128
φῐλο-πρεπής,fond of propriety; decorum,marriage,0.321,0.538,False,102,0.166,0.321,0.294,0.299,0.282,0.313,0.182,0.125,0.174,0.253,0.255
φῐλο-πρόβᾰτος,loving sheep,friendship_affection,0.294,0.323,False,54,0.159,0.203,0.294,0.219,0.147,0.279,0.126,0.171,0.227,0.063,0.082
φῐλοπροσηγορ-ία,"easiness of address, affability",kinship_family,0.187,0.24,False,91,0.187,0.118,0.164,0.161,0.15,0.129,0.079,0.136,0.096,0.17,0.148
φῐλοπροσήγορ-ος,affable,hostility_enmity,0.194,0.199,False,105,0.175,0.091,0.191,0.194,0.112,0.127,0.094,0.111,0.088,0.125,0.027
φῐλο-προσηνής,courteous,friendship_affection,0.372,0.309,False,78,0.242,0.278,0.372,0.323,0.351,0.353,0.222,0.197,0.277,0.198,0.156
φῐλοπρωτ-εία,love for the first rank,military_rank,0.459,0.364,False,142,0.075,0.108,0.27,0.177,0.215,0.256,0.261,0.459,0.195,0.107,0.041
φῐλοπρωτ-εύω,wish; strive to be first,hospitality_xenia,0.223,0.317,False,70,0.13,0.152,0.194,0.193,0.223,0.181,0.207,0.184,0.137,0.14,0.129
φῐλόπρωτ-ος,fond of being first,friendship_affection,0.34,0.478,False,189,0.198,0.244,0.34,0.277,0.327,0.315,0.192,0.145,0.228,0.164,0.144
φῐλό-πτορθος,loving young shoots,erotic_pederasty,0.238,0.231,False,84,0.214,0.107,0.185,0.117,0.129,0.238,0.085,0.103,0.076,0.052,0.016
φῐλο-πτωχία,love for the poor,friendship_affection,0.35,0.598,False,70,0.268,0.236,0.35,0.173,0.215,0.261,0.197,0.139,0.346,0.022,0.21
φῐλο-πῡγιστής,paedico,kinship_family,0.17,0.198,False,70,0.17,0.122,0.131,0.108,0.126,0.143,0.108,0.098,0.151,0.1,0.097
φῐλό-πῡρος,loving wheat,friendship_affection,0.246,0.261,False,72,0.087,0.155,0.246,0.178,0.113,0.184,0.039,0.092,0.14,0.015,0.084
φῐλ-οπωριστής,loving autumn-fruits,friendship_affection,0.252,0.405,False,73,0.149,0.13,0.252,0.169,0.167,0.211,0.033,0.165,0.08,0.055,0.04
φῐλ-οργής,passionate,erotic_pederasty,0.436,0.463,False,53,0.116,0.23,0.352,0.268,0.194,0.436,0.189,0.193,0.192,0.203,0.268
φῐλ-όργιος,loving passionate rites,erotic_pederasty,0.502,0.551,False,116,0.226,0.462,0.421,0.238,0.27,0.502,0.253,0.261,0.292,0.255,0.203
φῐλορήτωρ,fond of rhetoric; loving rhetoricians,hostility_enmity,0.329,0.334,False,122,0.133,0.207,0.168,0.329,0.124,0.273,0.193,0.184,0.196,0.201,0.127
φῐλ-όρθιος,friend of straightness,friendship_affection,0.372,0.306,False,89,0.164,0.215,0.372,0.275,0.186,0.286,0.059,0.004,0.117,0.068,0.145
φῐλ-οριστία,fondness for definition,erotic_pederasty,0.525,0.697,False,63,0.151,0.225,0.423,0.294,0.267,0.525,0.134,0.079,0.178,0.13,0.123
φῐλ-ορμίστειρα,she who loves to bring to harbour,friendship_affection,0.313,0.256,False,92,0.145,0.233,0.313,0.082,0.238,0.254,0.095,0.138,0.153,0.28,0.104
φῐλ-ορνῑθία,fondness for birds,erotic_pederasty,0.382,0.56,False,83,0.176,0.239,0.364,0.224,0.288,0.382,0.051,0.058,0.135,0.178,0.077
φῐλ-ορνις,fond of birds; loved; haunted by birds,friendship_affection,0.43,0.491,True,188,0.217,0.261,0.43,0.236,0.288,0.347,0.087,0.192,0.166,0.199,0.097
φῐλο-ρρημᾰτία,love of choice expressions,erotic_pederasty,0.411,0.555,False,70,0.163,0.341,0.407,0.256,0.277,0.411,0.239,0.204,0.175,0.16,0.091
φῐλό-ρρυθμος,loving rhythm,erotic_pederasty,0.383,0.354,False,66,0.159,0.188,0.324,0.163,0.138,0.383,0.132,0.122,0.126,0.051,0.094
φῐλο-ρρώθων,attached to the nose,messenger_herald_envoy,0.23,0.354,False,97,0.114,0.073,0.184,0.159,0.083,0.171,0.051,0.09,0.117,0.23,0.059
φῐλο-ρρώξ,loving grapes,hostility_enmity,0.284,0.304,False,90,0.106,0.225,0.256,0.284,0.179,0.253,0.087,0.17,0.066,0.075,0.02
φῐλ-όρτυξ,fond of quails,erotic_pederasty,0.315,0.351,False,65,0.197,0.312,0.167,0.204,0.191,0.315,0.105,0.12,0.173,0.146,0.022
φῐλ-ορχηστής,loving the dance,erotic_pederasty,0.275,0.305,False,102,0.098,0.188,0.204,0.092,0.133,0.275,0.093,0.063,0.121,-0.041,0.118
φῐλ-ορχικός,loving the dance,erotic_pederasty,0.275,0.305,False,63,0.098,0.188,0.204,0.092,0.133,0.275,0.093,0.063,0.121,-0.041,0.118
φῐλορώμαιος,a friend to the Romans,friendship_affection,0.435,0.307,True,284,0.227,0.209,0.435,0.298,0.306,0.252,0.191,0.262,0.227,0.2,0.28
φίλος,"beloved, dear; dear; friend; friends, kith and kin; a friend; friends; allies; a lover; my friend; dear one, friend; wife; mother; mistress; an object of love; what; loves; darling; oneʼs nearest and dearest, dear ones; pleasant, welcome; pleasure; pleases; after; heart; please; oneʼs own; a.; his own; their wonted; loving, friendly; friendly; kindly, pleasing; kindly; fond of; attached to; fain; in a manner dear; pleasing; in a friendly, kindly spirit",erotic_pederasty,0.736,0.528,True,6028,0.45,0.473,0.553,0.394,0.459,0.736,0.32,0.473,0.322,0.323,0.253
φῐλο-σάρᾱπις,lover of Sarapis,erotic_pederasty,0.393,0.322,False,71,0.166,0.179,0.264,0.209,0.153,0.393,0.148,0.118,0.178,0.088,0.128
φῐλο-σαρκία,love of the flesh,friendship_affection,0.453,0.512,False,66,0.211,0.306,0.453,0.198,0.232,0.45,0.194,0.218,0.247,0.073,0.133
φῐλο-σέβαστος,loyal to the Emperor,rank_kingship_rule,0.5,0.421,False,118,0.24,0.179,0.289,0.388,0.159,0.272,0.5,0.35,0.333,0.321,0.195
φῐλο-σίγμᾰτος,fond of the letter,erotic_pederasty,0.332,0.464,False,84,0.128,0.208,0.302,0.252,0.264,0.332,0.17,0.186,0.153,0.281,0.084
φῐλό-σϊτος,"fond of corn, occupied about it; fond of food, fond of eating",friendship_affection,0.432,0.787,False,152,0.192,0.295,0.432,0.243,0.33,0.419,0.135,0.189,0.177,0.153,0.148
φῐλό-σκαρθμος,fond of dancing,erotic_pederasty,0.302,0.518,False,72,0.156,0.294,0.274,0.201,0.235,0.302,0.132,0.087,0.132,0.051,0.117
φῐλό-σκεπος,fond of shelter,hospitality_xenia,0.354,0.424,False,89,0.233,0.153,0.352,0.204,0.354,0.271,0.059,0.157,0.212,0.128,0.178
φῐλό-σκηπτρος,sceptred,hostility_enmity,0.213,0.122,False,60,0.121,0.118,0.118,0.213,0.103,0.067,0.103,0.037,0.123,0.053,0.107
φῐλο-σκήπων,loving a staff,friendship_affection,0.306,0.309,False,88,0.126,0.151,0.306,0.193,0.233,0.248,0.116,0.249,0.219,0.189,0.079
φῐλό-σκῐος,fond of the shade,erotic_pederasty,0.279,0.342,False,93,0.089,0.176,0.257,0.162,0.249,0.279,0.085,0.081,0.076,0.052,0.072
φῐλο-σκόπελος,loving rocks,erotic_pederasty,0.292,0.326,False,113,0.076,0.134,0.257,0.143,0.127,0.292,0.123,0.099,0.034,-0.012,0.101
φῐλό-σκοπος,usually hitting the mark,messenger_herald_envoy,0.158,0.196,False,103,0.052,0.104,0.126,0.108,0.111,0.116,0.08,0.092,0.113,0.158,-0.028
φῐλο-σκύλαξ,fond of dogs,friendship_affection,0.352,0.531,False,70,0.173,0.226,0.352,0.227,0.242,0.351,0.139,0.159,0.135,0.196,0.047
φῐλο-σκωμμοσύνη,fondness for scoffing; jesting,erotic_pederasty,0.302,0.451,False,81,0.088,0.162,0.294,0.267,0.174,0.302,0.096,0.076,0.145,0.135,0.105
φῐλο-σκώμμων,fond of scoffing; jesting,hostility_enmity,0.257,0.384,False,158,0.088,0.173,0.24,0.257,0.16,0.237,0.096,0.093,0.157,0.135,0.105
φῐλο-σκωπτέω,to love scoffing; jesting,friendship_affection,0.299,0.319,False,71,0.1,0.194,0.299,0.205,0.158,0.255,0.096,0.101,0.153,0.135,0.105
φῐλο-σμάρᾰγος,loving noise; din,erotic_pederasty,0.38,0.341,False,77,0.131,0.197,0.315,0.237,0.246,0.38,0.092,0.148,0.089,0.101,0.168
φῐλό-σμηνος,loving beehives; swarms of bees,marriage,0.251,0.281,False,77,0.128,0.251,0.187,0.181,0.173,0.214,0.076,0.155,0.132,0.166,0.154
φῐλοσοφ-έω,"love knowledge, pursue it; quibble; teach philosophy; lecturing; lead a wellregulated life; discuss, investigate, study; pursue; treat scientifically; represents truly; to be examined scientifically; subjects of speculation; study, work at; devise ingeniously, contrive",erotic_pederasty,0.434,0.583,False,2027,0.264,0.252,0.371,0.275,0.243,0.434,0.245,0.242,0.251,0.225,0.194
φῐλοσόφ-ημα,"a subject of scientific inquiry; a philosophic treatise; demonstration; philosophic principle, rule of conduct; shrewd device; invention",rank_kingship_rule,0.28,0.398,False,427,0.216,0.201,0.204,0.252,0.216,0.215,0.28,0.238,0.238,0.225,0.209
φῐλοσοφ-ητέον,one must pursue knowledge,rank_kingship_rule,0.184,0.427,False,236,0.155,0.149,0.183,0.15,0.123,0.15,0.184,0.148,0.153,0.1,0.128
φῐλοσοφ-ία,"love of knowledge, pursuit there of, speculation; systematic, methodical treatment; scientific treatment; study; philosophy; metaphysic",hostility_enmity,0.334,0.522,False,1454,0.198,0.273,0.323,0.334,0.2,0.293,0.262,0.182,0.191,0.165,0.241
φῐλοσοφ-ικός,concerned with,hostility_enmity,0.188,0.196,False,76,0.103,0.119,0.154,0.188,0.107,0.155,0.138,0.117,0.055,0.107,0.079
φῐλοσοφοκλῆς,a lover of Sophocles,erotic_pederasty,0.429,0.289,True,88,0.236,0.253,0.27,0.335,0.159,0.429,0.199,0.233,0.172,0.186,0.109
φῐλοσοφομειρᾰκίσκος,young man of science,military_rank,0.148,0.226,False,126,0.139,0.113,0.128,0.083,0.134,0.117,0.119,0.148,0.089,-0.001,0.073
φῐλόσοφος,"lover of wisdom; men of education and learning; academician; philosopher; one who speculates on truth and reality; loving knowledge, philosophic; scientific, philosophic; instructive; ingenious",erotic_pederasty,0.332,0.676,False,1781,0.204,0.284,0.319,0.323,0.198,0.332,0.263,0.299,0.291,0.172,0.238
φῐλο-σπῆλυγξ,fond of grottoes,hospitality_xenia,0.322,0.35,False,77,0.128,0.235,0.203,0.166,0.322,0.226,0.129,0.131,0.147,0.211,0.159
φῐλό-σπονδος,used in drink-offerings,hospitality_xenia,0.207,0.355,False,100,0.114,0.129,0.142,-0.025,0.207,0.198,0.034,0.092,0.162,0.136,0.091
φῐλο-σπούδαστος,worthy of eager pursuit,friendship_affection,0.304,0.379,False,92,0.169,0.097,0.304,0.187,0.148,0.258,0.21,0.201,0.164,0.295,0.133
φῐλό-σπουδος,"eager, zealous",erotic_pederasty,0.264,0.298,False,97,0.238,0.167,0.233,0.238,0.182,0.264,0.205,0.146,0.174,0.227,0.167
φῐλο-στάφῠλος,loving the grape-bunches,erotic_pederasty,0.189,0.239,False,78,0.119,0.105,0.158,0.168,0.085,0.189,0.027,0.141,0.072,0.044,0.043
φῐλοστεφᾰν-έω,love crowns; honour and glory; laying oneself out for crowns of honour,military_rank,0.405,0.833,False,227,0.189,0.302,0.369,0.337,0.287,0.261,0.34,0.405,0.331,0.235,0.21
φῐλοστέφᾰν-ος,"loving crowns, garlanded",friendship_affection,0.279,0.38,False,220,0.154,0.23,0.279,0.167,0.143,0.274,0.193,0.157,0.155,0.141,0.184
φιλό-στονος,delighting in groans,erotic_pederasty,0.385,0.381,False,87,0.102,0.126,0.292,0.237,0.201,0.385,0.158,0.151,0.175,0.199,0.027
φῐλοστοργ-έω,love tenderly; affection; love,friendship_affection,0.691,0.532,True,419,0.348,0.306,0.691,0.334,0.29,0.595,0.174,0.176,0.184,0.266,0.134
φῐλοστοργ-ία,"tender love, affection; affectionateness; love",friendship_affection,0.841,0.611,True,510,0.316,0.338,0.841,0.351,0.305,0.647,0.189,0.218,0.204,0.276,0.145
φῐλόστοργ-ος,"loving tenderly, affectionate; affection; nihil; literae; scriptae",friendship_affection,0.691,0.532,True,998,0.348,0.357,0.691,0.334,0.29,0.607,0.248,0.231,0.244,0.269,0.273
φῐλο-στρᾰτιώτης,the soldierʼs friend; fond of military affairs,military_rank,0.506,0.375,False,203,0.213,0.274,0.348,0.315,0.239,0.25,0.27,0.506,0.231,0.282,0.181
φῐλό-στροφος,"loving change, changeable; fond of returning; inclined to return",hospitality_xenia,0.312,0.403,False,197,0.176,0.235,0.29,0.243,0.312,0.261,0.148,0.125,0.192,0.194,0.127
φῐλοσύγ-γᾰμος,loving her husband,friendship_affection,0.408,0.346,True,71,0.311,0.402,0.408,0.223,0.174,0.38,0.119,0.083,0.109,0.012,-0.001
φῐλοσυγ-γενής,loving oneʼs relatives,kinship_family,0.584,0.354,False,104,0.584,0.361,0.317,0.347,0.246,0.36,0.172,0.058,0.154,0.096,0.153
φῐλό-σῡκος,fond of figs,erotic_pederasty,0.236,0.368,False,136,0.108,0.172,0.186,0.173,0.121,0.236,0.108,0.153,0.077,0.17,-0.016
φῐλο-σῡκοφαντία,love of sycophancy,friendship_affection,0.329,0.357,False,82,0.182,0.218,0.329,0.243,0.216,0.321,0.178,0.092,0.166,0.153,0.098
φῐλο-συμβίωτος,lover of oneʼs spouse,erotic_pederasty,0.613,0.375,True,75,0.383,0.478,0.445,0.286,0.248,0.613,0.187,0.134,0.239,0.147,0.13
φῐλοσυν-άγωγος,lover of the synagogue,erotic_pederasty,0.31,0.266,False,77,0.121,0.289,0.227,0.242,0.259,0.31,0.123,0.17,0.138,0.132,0.217
φῐλοσυν-έστιος,loving those who share oneʼs home,hospitality_xenia,0.396,0.3,False,80,0.319,0.362,0.371,0.304,0.396,0.301,0.054,0.11,0.111,0.098,0.213
φῐλοσυν-ήθης,loving oneʼs associates,marriage,0.302,0.368,False,91,0.268,0.302,0.295,0.236,0.23,0.287,0.096,0.097,0.224,0.14,0.113
φῐλοσυν-ουσιάζω,promote social intercourse,friendship_affection,0.429,0.37,False,66,0.256,0.248,0.429,0.245,0.302,0.365,0.259,0.123,0.193,0.123,0.2
φῐλοσυν-ουσιαστής,fond of sexual intercourse,erotic_pederasty,0.571,0.617,False,99,0.232,0.295,0.396,0.157,0.17,0.571,0.103,0.138,0.219,0.087,0.038
φῐλοσύν-τομος,loving brevity,hostility_enmity,0.295,0.353,False,125,0.131,0.225,0.255,0.295,0.234,0.274,0.191,0.04,0.164,0.083,0.127
φῐλοσωκράτης,friend of Socrates,friendship_affection,0.456,0.344,True,69,0.261,0.243,0.456,0.372,0.267,0.247,0.196,0.15,0.161,0.151,0.205
φῐλοσωμᾰτ-έω,"love, cherish the body",friendship_affection,0.534,0.458,False,75,0.152,0.28,0.534,0.243,0.194,0.398,0.131,0.101,0.076,0.12,0.078
φῐλοσωμᾰτ-ία,love of the body,friendship_affection,0.528,0.502,False,135,0.198,0.293,0.528,0.178,0.204,0.402,0.154,0.124,0.17,0.091,0.127
φῐλοσώμᾰτ-ος,"loving the body, indulging it",friendship_affection,0.398,0.463,False,325,0.07,0.206,0.398,0.12,0.153,0.356,0.049,0.041,0.148,0.031,0.075
φῐλο-σώφρων,loving moderation,erotic_pederasty,0.324,0.384,False,79,0.079,0.203,0.26,0.316,0.23,0.324,0.174,0.082,0.125,-0.011,0.208
φῐλο-τᾰλαίπωρος,loving hardship,hostility_enmity,0.298,0.445,False,72,0.2,0.188,0.284,0.298,0.185,0.21,0.127,0.105,0.216,0.07,0.116
φῐλο-τάπεινος,loving humility,friendship_affection,0.491,0.484,False,66,0.14,0.237,0.491,0.435,0.188,0.228,0.198,0.145,0.189,0.044,0.125
φῐλο-τάρᾰχος,tumultuous,servitude_slavery,0.276,0.267,False,79,0.128,0.201,0.271,0.255,0.206,0.266,0.162,0.163,0.276,0.219,0.193
φῐλο-τάρῑχος,fond of salt-fish,friendship_affection,0.254,0.45,False,65,0.079,0.199,0.254,0.228,0.197,0.224,0.11,0.132,0.125,-0.002,0.081
φῐλοτεκν-έω,love oneʼs children,kinship_family,0.426,0.4,False,65,0.426,0.312,0.385,0.238,0.15,0.373,0.191,0.122,0.148,0.088,0.104
φῐλοτεκν-ία,love of oneʼs children,kinship_family,0.482,0.448,False,129,0.482,0.341,0.426,0.283,0.224,0.399,0.212,0.165,0.172,0.12,0.132
φῐλότεκν-ος,loving oneʼs children; offspring,kinship_family,0.596,0.408,True,264,0.596,0.326,0.382,0.308,0.196,0.335,0.203,0.207,0.19,0.116,0.12
φῐλοτερπής,fond of pleasure,erotic_pederasty,0.493,0.684,False,64,0.124,0.208,0.422,0.209,0.313,0.493,0.14,0.109,0.209,0.098,0.079
φῐλοτεχν-έω,"love art, practise an art; to converse; on art; use terms of art; use; employ art; artifice; treat; arrange artistically; represent in art; treat by the rules of art; to be made; furnished by art; artificial; to be represented artistically; invent, devise",erotic_pederasty,0.328,0.637,False,1109,0.174,0.251,0.323,0.228,0.312,0.328,0.213,0.251,0.232,0.299,0.223
φῐλοτέχν-ημα,chef-d’ ceuvre; the cunningly devised trap,servitude_slavery,0.221,0.194,False,204,0.062,0.164,0.124,0.207,0.186,0.171,0.156,0.116,0.221,0.144,0.075
φῐλοτεχν-ητέον,one must contrive as best one can; one must use art,marriage,0.23,0.369,False,148,0.194,0.23,0.225,0.184,0.166,0.177,0.202,0.218,0.194,0.191,0.105
φῐλοτεχν-ία,"enthusiasm for art; craftsmanship; ingenuity, artifice; artistic; ingenious construction",friendship_affection,0.428,0.522,False,476,0.204,0.211,0.428,0.217,0.251,0.269,0.197,0.225,0.32,0.231,0.189
φῐλο-τεχνῖται,friends of the artists,friendship_affection,0.362,0.28,False,125,0.133,0.107,0.362,0.142,0.255,0.145,0.037,0.108,0.063,0.079,0.167
φῐλότεχν-ος,"fond of; art; an art, artistic; ingenuity; artificial, curious",erotic_pederasty,0.352,0.528,False,349,0.159,0.219,0.275,0.198,0.212,0.352,0.176,0.212,0.175,0.204,0.203
φῐλότης,"friendship, love, affection; in, with, from friendship; affection; in affection; friendly; friendship with, affection for; love; my dear friend; friendship between states; sexual love; intercourse",friendship_affection,0.768,0.607,True,2000,0.414,0.401,0.768,0.441,0.416,0.687,0.212,0.252,0.219,0.289,0.268
φῐλοτήσιος,"of friendship; love, promoting it; sacred to friendship; loving",friendship_affection,0.625,0.438,True,846,0.291,0.264,0.625,0.44,0.441,0.463,0.187,0.202,0.209,0.2,0.215
φῐλο-τῐβέριος,friend of Tiberius,friendship_affection,0.332,0.198,False,59,0.198,0.191,0.332,0.241,0.24,0.174,0.182,0.092,0.135,0.128,0.175
φῐλο-τίμαιος,admirer of Timaeus,friendship_affection,0.295,0.292,False,100,0.288,0.166,0.295,0.242,0.152,0.273,0.179,0.124,0.184,0.171,0.204
φῐλοτῑμ-έομαι,"love; seek after honour; to be ambitious, emulous; to be jealous; vie emulously with, rival; to place oneʼs fame; glory; pride oneself; contend in rivalry; show patriotic zeal; strive eagerly to; endeavour earnestly, aspire; to be anxious that; present with; lavish upon",friendship_affection,0.561,0.62,True,2215,0.251,0.338,0.561,0.492,0.283,0.53,0.336,0.32,0.287,0.208,0.215
φῐλοτῑμ-ημα,an act of ambition; ostentation; thing on which one prides oneself,hostility_enmity,0.44,0.538,False,202,0.219,0.261,0.38,0.44,0.168,0.306,0.371,0.178,0.341,0.239,0.216
φῐλοτῑμ-ητέον,one must seek distinction,hostility_enmity,0.348,0.328,False,65,0.157,0.228,0.211,0.348,0.191,0.207,0.267,0.283,0.215,0.208,0.26
