lemma,urn,category,method,pos_score,neg_score,margin,entry_len,gloss
παραφῠλᾰκ-έω,urn:cite2:hmt:lsj.chicago_md:n79058,military_rank,seed,0.486,0.384,0.101,73,perform garrison duty
δεκᾰδαρχ-ος,urn:cite2:hmt:lsj.chicago_md:n23820,military_rank,seed,0.483,0.284,0.199,236,commander of ten men; decemvir
συλλοχ-ίτης,urn:cite2:hmt:lsj.chicago_md:n98224,military_rank,seed,0.483,0.372,0.111,73,soldier of the same
συνεδρ-ίτης,urn:cite2:hmt:lsj.chicago_md:n99833,military_rank,seed,0.483,0.386,0.096,119,fellow-officer of the Guard
ἰδῐώτ-ης,urn:cite2:hmt:lsj.chicago_md:n49908,military_rank,seed,0.482,0.362,0.12,2588,"private person, individual; one in a private station; private soldier; layman; homely; common man, plebeian; private; everyday; one who has no professional knowledge, layman; unpractised, unskilled in; raw hand, ignoramus; average man; oneʼs own countrymen"
καταλογεύς,urn:cite2:hmt:lsj.chicago_md:n54422,military_rank,seed,0.482,0.266,0.216,112,officer who enrols
στρᾰτηγ-ίς,urn:cite2:hmt:lsj.chicago_md:n97120,military_rank,seed,0.479,0.331,0.149,415,of the general; of the generalʼs tent; flag; cohortes praetoriae; female commander
ἐξισ-ωτής,urn:cite2:hmt:lsj.chicago_md:n37421,military_rank,seed,0.478,0.334,0.144,245,officer; who apportioned and equalized the taxes; peraequator
ὁπλῑτ-ικός,urn:cite2:hmt:lsj.chicago_md:n74547,military_rank,seed,0.478,0.399,0.079,488,"of; for a man-at-arms; the art of using heavy arms, the soldier’ s art; art of arms; heavy-armed; the soldiery"
οὐρεύω,urn:cite2:hmt:lsj.chicago_md:n75981,military_rank,seed,0.478,0.388,0.09,99,to be on garrison duty
περίνεως,urn:cite2:hmt:lsj.chicago_md:n81731,military_rank,seed,0.477,0.395,0.082,500,"supernumerary; to spare in a ship; supercargo, passenger; marines; petty officer"
ἀνδοκ-ιάρχης,urn:cite2:hmt:lsj.chicago_md:n7873,military_rank,seed,0.475,0.309,0.166,79,officer in charge of
κεστρο-φύλαξ,urn:cite2:hmt:lsj.chicago_md:n56963,military_rank,seed,0.475,0.309,0.166,120,officer in charge of
λειτουργ-ία,urn:cite2:hmt:lsj.chicago_md:n62291,military_rank,seed,0.473,0.357,0.116,1171,"public service; liturgies; any public service; work; the officer who superintended the workmen, carpenters; duty; any service; function; service, ministration, help; the service; ministry"
φρουρ-ικός,urn:cite2:hmt:lsj.chicago_md:n112391,military_rank,seed,0.473,0.342,0.131,157,"of, for a watch, guard; garrison; guard duty"
ἀμφοδ-άρχης,urn:cite2:hmt:lsj.chicago_md:n6144,military_rank,seed,0.472,0.262,0.21,183,officer commanding troops levied in a ward
συστρᾰτηγ-ος,urn:cite2:hmt:lsj.chicago_md:n101488,military_rank,seed,0.472,0.341,0.131,136,fellow-general
πεζο-βόας,urn:cite2:hmt:lsj.chicago_md:n80287,military_rank,seed,0.471,0.328,0.143,116,"one who responds to the battle-cry on foot, foot-soldier"
ποιμήν,urn:cite2:hmt:lsj.chicago_md:n84331,military_rank,seed,0.467,0.303,0.164,842,"herdsman; shepherd; captain, chief; master, lord; NT, pastor, teacher, Je.; piemuõ; piemeñs"
στρᾰτηγ-ιάω,urn:cite2:hmt:lsj.chicago_md:n97116,military_rank,seed,0.467,0.359,0.107,207,wish to be a general; wish to make war; to be going to war
θῠρεο-κοιλίτης,urn:cite2:hmt:lsj.chicago_md:n49487,military_rank,seed,0.466,0.38,0.086,95,soldier armed with hollow
φρουρός,urn:cite2:hmt:lsj.chicago_md:n112395,military_rank,seed,0.464,0.26,0.204,487,"watcher, guard; a garrison"
ἀναρχ-ία,urn:cite2:hmt:lsj.chicago_md:n7437,military_rank,seed,0.463,0.382,0.08,513,"lack of a leader; no commander; lawlessness, anarchy; independence; a year during which there was no archon; not holding office"
πανστρᾰτιᾷ,urn:cite2:hmt:lsj.chicago_md:n77555,military_rank,seed,0.463,0.274,0.188,194,with the whole army
πρόσταξις,urn:cite2:hmt:lsj.chicago_md:n90114,military_rank,seed,0.463,0.345,0.118,632,"posting of additional troops on the wings of a phalanx; ordinance, command; command; requisition; in certain specified particulars"
ἡμι-στρᾰτιώτης,urn:cite2:hmt:lsj.chicago_md:n47285,military_rank,seed,0.459,0.269,0.19,79,half-soldier
λᾱογράφ-ος,urn:cite2:hmt:lsj.chicago_md:n61907,military_rank,seed,0.458,0.222,0.236,87,officer in charge of enrolments
πλινθ-εία,urn:cite2:hmt:lsj.chicago_md:n83878,military_rank,seed,0.454,0.238,0.215,140,brickmaking; drawing up of an army in square
σκηναρχέω,urn:cite2:hmt:lsj.chicago_md:n94763,military_rank,seed,0.452,0.328,0.124,122,to be camp-captain
σταθμ-οῦχος,urn:cite2:hmt:lsj.chicago_md:n96197,military_rank,seed,0.452,0.331,0.121,333,"keeper of a house, landlord; quartermaster; householder on whom a soldier is billeted; billeted soldier"
γυμν-ής,urn:cite2:hmt:lsj.chicago_md:n22977,military_rank,seed,0.449,0.366,0.083,338,light-armed foot-soldier; Argive serfs; Et.Gud.
προφύλ-αξ,urn:cite2:hmt:lsj.chicago_md:n90717,military_rank,seed,0.442,0.306,0.137,266,advanced guard; officer on guard
στρᾰτήγ-ημα,urn:cite2:hmt:lsj.chicago_md:n97113,military_rank,seed,0.442,0.339,0.104,386,"act of a general; piece of generalship, stratagem; trick, device; trick"
πεμπάδ-αρχος,urn:cite2:hmt:lsj.chicago_md:n80535,military_rank,seed,0.439,0.276,0.162,128,commander of a body of five
ἀρετή,urn:cite2:hmt:lsj.chicago_md:n14967,military_rank,seed,0.436,0.571,-0.135,2551,"goodness, excellence; manly; valour; brave deeds; glorious deeds, wonders, miracles; b; excellence; forms of excellence; moral virtue; good nature, kindness; productive; prosperity; active merit, good service; reward; distinction, fame; glories; praises; worship; engine of war; plaster"
ἐπιθήραρχ-ος,urn:cite2:hmt:lsj.chicago_md:n39451,military_rank,seed,0.434,0.319,0.115,72,officer commanding such a contingent
ἐπιξενᾱγ-ός,urn:cite2:hmt:lsj.chicago_md:n40371,military_rank,seed,0.431,0.291,0.14,118,officer attached to an
ἀστρᾰτήγ-ητος,urn:cite2:hmt:lsj.chicago_md:n16615,military_rank,seed,0.43,0.32,0.11,276,"never having been general; incapable of command, no general; without a general"
εἰκᾰδάρχης,urn:cite2:hmt:lsj.chicago_md:n30908,military_rank,seed,0.43,0.281,0.149,57,commander of twenty
νεό-λεκτος,urn:cite2:hmt:lsj.chicago_md:n70306,military_rank,seed,0.43,0.354,0.076,143,"newly enlisted, recruit"
ἀδί-οπος,urn:cite2:hmt:lsj.chicago_md:n1406,military_rank,seed,0.427,0.272,0.155,68,without commander
πολεμ-ητήριον,urn:cite2:hmt:lsj.chicago_md:n84415,military_rank,seed,0.427,0.268,0.159,70,head-quarters of a general
συνιππ-ία,urn:cite2:hmt:lsj.chicago_md:n100685,military_rank,seed,0.425,0.283,0.141,47,troop of horse
κολοι-άρχης,urn:cite2:hmt:lsj.chicago_md:n58661,military_rank,seed,0.421,0.248,0.172,82,"chief of jackdaws, jackdaw-general"
πύργος,urn:cite2:hmt:lsj.chicago_md:n91605,military_rank,seed,0.415,0.542,-0.127,1905,"tower; city walls; ramparts with their towers; movable tower; tower of defence; a tower of defence from; the part of a house; in which the women lived and worked; workmanʼs hut; outbuildings; part of an army drawn up in close order, column; dice-box; pyrgus."
ἁπλόος,urn:cite2:hmt:lsj.chicago_md:n12210,military_rank,seed,0.411,0.537,-0.125,2791,"twofold; single; single-soled shoes; simple, plain, straightforward; simple; simple issue; single-membered; a plain course; simple, open, frank; simple-minded; simple, silly; compound; mixed; without the article; positive; containing a single author; unalloyed, pure; bandage; absolute, sheer; simple, unqualified; general; sṃ;; jedan put; one journey; onceʼ;; vienkaršs; vienkart"
ἐγκύκλ-ιος,urn:cite2:hmt:lsj.chicago_md:n30460,military_rank,seed,0.411,0.306,0.106,1697,"circular, round; in a circle; revolving in a cycle, recurrent; required regularly; common to all citizens; ordinary, everyday; everyday; farmed out annually; commonly liable to; general; in general knowledge; tax on sales"
εἰδ-ικός,urn:cite2:hmt:lsj.chicago_md:n30855,military_rank,seed,0.411,0.455,-0.044,633,specific; infima species; specifically.; special; general; specially; formal; material
ἐπιλεκτ-άρχης,urn:cite2:hmt:lsj.chicago_md:n40009,military_rank,seed,0.411,0.242,0.169,133,commander of a picked band
καθολικός,urn:cite2:hmt:lsj.chicago_md:n51863,military_rank,seed,0.411,0.403,0.008,1477,general; generic description; praecepta; of general interest; universal; generally; in general terms; universally; supervisor of accounts; procurator a rationibus; rationalis; consularis; rationalis summarum
καθόλου,urn:cite2:hmt:lsj.chicago_md:n51867,military_rank,seed,0.411,0.341,0.071,1833,"on the whole, in general; general; kept by the central government; summae rationes; whole; in general, speaking generally; universal; commensurate; completely, entirely; at all"
κοινός,urn:cite2:hmt:lsj.chicago_md:n58429,military_rank,seed,0.411,0.561,-0.15,10306,"common; shared in common; jointly; common to; with; shared in by; shared; public, general; of public; general interest; popular, free; state; leagues; federations; private associations; guilds; corporations; boards; the government, public authorities; by public authority; by common consent; the public treasury; common right; rights; public affairs; public life; the public money; at the public expense; common funds; joint expense; common, ordinary; commonplaces; general; every-day; ordinary, ‘regular’ Greek; who use this language; colloquial, vulgar Greek; demotic; common, of inferior quality; words added at will; and so forth; connected by common origin; kindred; one who shares in; partner; belonging in part; lending a ready ear to all, impartial; neutral; arbitrators; easily accessible; courteous, affable; prostitute; more impartial; more equal; general, universal; axioms; objectively valid; abstract; of ambiguous metrical form; in common; common, profane; eye-salve; in common, jointly; publicly; sociably, like other citizens; in general; in the common dialect; in plain language; in the ordinary; wide sense; in common, by common consent; together with; in common, in public; for public use; rem in medio reliquerunt; jointly, in common"
πάν-δημος,urn:cite2:hmt:lsj.chicago_md:n77310,military_rank,seed,0.411,0.705,-0.294,929,"the whole body of; of; general; pandemic; vulgar; common, vulgar; ordinary (common)"
πᾰνήγῠρ-ις,urn:cite2:hmt:lsj.chicago_md:n77413,military_rank,seed,0.411,0.366,0.045,1387,"general; national assembly; a festal assembly; such festivals; holy-days; a; any assembly; feast; people assembled; crowd, audience"
σύμπᾱς,urn:cite2:hmt:lsj.chicago_md:n98584,military_rank,seed,0.411,0.352,0.06,1883,"all together, all at once; the whole; as a whole; general; sum; whole together; universe; whole; altogether, on the whole, in general; in all"
τῠπ-ώδης,urn:cite2:hmt:lsj.chicago_md:n105946,military_rank,seed,0.411,0.302,0.11,257,like an outline; general; superficial; summarily
σκῆπτρον,urn:cite2:hmt:lsj.chicago_md:n94808,rank_kingship_rule,seed+embed,0.774,0.525,0.249,1976,"staff; stick; staffs; supports; baton; sceptre; cudgel; royalty, kingly power; Shevet"
βᾰσῐλ-εύω,urn:cite2:hmt:lsj.chicago_md:n19549,rank_kingship_rule,seed+embed,0.769,0.563,0.206,1426,"to be king, rule, reign; was king; reigned as queen; to have become king; to be king of, rule over; to be king among; to be governed by a king; to be governed; administered; submit to the king; to be; imperial; enjoy as master; live royally; appoint as king; make; a king"
μοναρχ-ία,urn:cite2:hmt:lsj.chicago_md:n68445,rank_kingship_rule,seed+embed,0.733,0.376,0.357,538,"monarchy, government by a single ruler; supreme command"
ἡγέομαι,urn:cite2:hmt:lsj.chicago_md:n46613,rank_kingship_rule,seed+embed,0.732,0.458,0.275,5554,"go before, lead the way; precede; to go before; might guide; drive; to be antecedent; leading principle; main thing; to be; leader in; to lead; to be leader in..; lead, conduct; front; advanced; lead, command; might lead; to be in command; rule, have dominion; the rulers; leading men; to be the head; president; praeses provinciae; officials; abbot; abbess; principal; believe, hold; hold; regard; to hold; to believe in; think; deem; being led; sāg-; praesagio."
βᾰσιλ-είᾱ,urn:cite2:hmt:lsj.chicago_md:n19540,rank_kingship_rule,seed+embed,0.727,0.493,0.234,926,"kingdom, dominion; hereditary monarchy; the age of monarchies; kingly office; the office of the archon; being ruled by a king; diadem; reign; the reigns of the Kings; accession to the throne; His Majesty"
καταδῠναστ-εύω,urn:cite2:hmt:lsj.chicago_md:n53950,rank_kingship_rule,embed,0.724,0.457,0.266,524,oppress; to be oppressed; were under their; rulers; get control
βᾰσῐλ-ικός,urn:cite2:hmt:lsj.chicago_md:n19554,rank_kingship_rule,seed+embed,0.723,0.581,0.142,2844,"royal, kingly; truly kingly; art of ruling; as a king, with kingly authority; of; belonging to a king; the kingʼs friends; officers; of high-treason; to the king; kingʼs; royal; of Kings; choice; walnuts; basilica; hall; treasury; royal bank; palace; royal decree; a plaster; an eyesalve; a bandage; basil, Ocimum basilicum; communications received from kings; interests; revenues of the crown; prerogatives"
ἀριστο-κρᾰτία,urn:cite2:hmt:lsj.chicago_md:n15114,rank_kingship_rule,embed,0.718,0.503,0.216,282,"rule of the best-born, aristocracy; rule of the rich; ideal constitution, rule of the best"
τῠρανν-ίς,urn:cite2:hmt:lsj.chicago_md:n105964,rank_kingship_rule,seed+embed,0.717,0.467,0.251,858,"monarchy, sovereignty; sovereignty; despotic rule; tyranny; lordship; royal; territory; resources of a princeling; princess"
τῠρανν-εύω,urn:cite2:hmt:lsj.chicago_md:n105956,rank_kingship_rule,seed+embed,0.713,0.413,0.3,1897,"to be a monarch, absolute ruler; to become such; to be a prince; princess; to be ruler of; to be under the sway of; to be of a tyrannical disposition, be imperious"
μόναρχ-ος,urn:cite2:hmt:lsj.chicago_md:n68448,rank_kingship_rule,seed,0.688,0.451,0.237,613,"monarch, sole ruler; sole ruler; princelet, dynast; leader, general; dictator; royal"
κράν-τωρ,urn:cite2:hmt:lsj.chicago_md:n59650,rank_kingship_rule,seed,0.687,0.427,0.259,148,"ruler, sovereign"
κρείων,urn:cite2:hmt:lsj.chicago_md:n59796,rank_kingship_rule,seed,0.685,0.453,0.233,807,"ruler, lord, master; queen"
εὐγένεια,urn:cite2:hmt:lsj.chicago_md:n43537,rank_kingship_rule,seed,0.681,0.49,0.191,700,"nobility of birth; pure breeding; nobleness; excellence; elevation, nobility"
ἐξάρχ-ων,urn:cite2:hmt:lsj.chicago_md:n36957,rank_kingship_rule,seed,0.674,0.445,0.229,149,"ruler, president; Inschriften der jüdischen Katakombe am Monteverde"
λᾱο-μέδων,urn:cite2:hmt:lsj.chicago_md:n61916,rank_kingship_rule,seed,0.666,0.35,0.316,70,ruler of the people
ἀβασίλευτος,urn:cite2:hmt:lsj.chicago_md:n58,rank_kingship_rule,seed,0.665,0.394,0.27,132,not ruled by a king; free from rule
πρῠτᾰν-ις,urn:cite2:hmt:lsj.chicago_md:n90855,rank_kingship_rule,seed,0.665,0.46,0.205,1624,"ruler, lord; member of the tribe presiding in; a; officials of the; chief magistrate; chief priest; president"
δῠνάστ-ης,urn:cite2:hmt:lsj.chicago_md:n28582,rank_kingship_rule,seed,0.661,0.442,0.219,330,"lord, master, ruler; the chief men; petty chief, princelet"
μέδω,urn:cite2:hmt:lsj.chicago_md:n65584,rank_kingship_rule,seed,0.655,0.465,0.19,1244,"protect, rule over; lord, ruler; lord; provide for, be mindful of; plan, contrive, devise; modus; med-dix"
αἰσυμν-ητήρ,urn:cite2:hmt:lsj.chicago_md:n2697,rank_kingship_rule,seed,0.654,0.381,0.273,76,"ruler, prince"
ἀντιβᾰσῐλεύω,urn:cite2:hmt:lsj.chicago_md:n9798,rank_kingship_rule,seed,0.651,0.483,0.169,68,reign as a rival king
παγ-κοίρᾰνος,urn:cite2:hmt:lsj.chicago_md:n76461,rank_kingship_rule,seed,0.635,0.45,0.185,80,supreme ruler
