lemma,sense_id,n_occ,n_senses_lemma,silhouette,gloss,gloss_source,top_context_lemmas,example_citations
Δρύας,0,1,1,,,none,εἶδον τοῖος ἀνήρ οἷος Πειρίθοος ποιμήν λαός Καινεύς Ἐξάδιος ἀντίθεος Πολύφημος Θησεύς,Iliad 1.263
ποιμήν,0,1,1,,"herdsman; shepherd; captain, chief; master, lord",lsj,εἶδον τοῖος ἀνήρ οἷος Πειρίθοος Δρύας λαός Καινεύς Ἐξάδιος ἀντίθεος Πολύφημος Θησεύς,Iliad 1.263
προτίθημι,0,1,1,,"set before, set out; set before oneself, have set before one; cause; to be set before",lsj,αἰχμητής τίθημι θεός ὄνειδος μυθέομαι,Iliad 1.291
δειλός,0,1,1,,"cowardly; vile, worthless; lowborn, mean; afraid of",lsj,οὐτιδανός καλέω πᾶς ἔργον ὑπείκω εἶπον,Iliad 1.293
αὐδή,0,1,1,,"human voice, speech; sound; twang; report, account",lsj,Νέστωρ ἡδυεπής ἀνορούω λιγύς Πύλιος ἀγορητής γλῶσσα μέλι γλυκύς ῥέω,Iliad 1.249
προσφωνέω,0,1,1,,"call; speak to, address; address; call by name",lsj,,Iliad 1.332
πένομαι,0,1,1,,"toil, work; were busy; to have to work for oneʼs living; to be poor",lsj,στρατός,Iliad 1.318
ἐπαπειλέω,0,1,1,,hold out as a threat to; threaten; threatened,lsj,Ἀγαμέμνων λήγω ἔρις πρῶτος Ἀχιλλεύς,Iliad 1.319
Ταλθύβιος,0,1,1,,,none,Εὐρυβάτης προσεῖπον κῆρυξ ὀτρηρός θεράπων,Iliad 1.320
Εὐρυβάτης,0,1,1,,,none,Ταλθύβιος προσεῖπον κῆρυξ ὀτρηρός θεράπων,Iliad 1.320
ὀτρηρός,0,1,1,,"quick, nimble, busy, ready; sharp, cutting",lsj,Ταλθύβιος Εὐρυβάτης προσεῖπον κῆρυξ θεράπων,Iliad 1.321
θεράπων,0,1,1,,,none,Ταλθύβιος Εὐρυβάτης προσεῖπον κῆρυξ ὀτρηρός,Iliad 1.321
ταρβέω,0,1,1,,"to be frightened, alarmed; feels fear; a state of fear; from fear",lsj,αἰδέομαι βασιλεύς ἵστημι,Iliad 1.331
ἄγγελος,0,1,1,,"messenger, envoy; one that announces; tells; angel",lsj,χαίρω κῆρυξ Ζεύς ἀνήρ,Iliad 1.334
ὑπείκω,0,1,1,,"retire, withdraw, depart; from; retire from; for",lsj,δειλός οὐτιδανός καλέω πᾶς ἔργον εἶπον,Iliad 1.294
ἐπαίτιος,0,1,1,,"blamed for; blameable, blameworthy; for; accused of",lsj,Ἀγαμέμνων προίημι Βρισηίς κόρη,Iliad 1.335
ἐξάγω,0,1,1,,"lead out, lead away; having brought; out from; bring out of",lsj,διογενής Πάτροκλος κόρη,Iliad 1.337
μάρτυρος,0,1,1,,,none,θεός μάκαρ θνητός ἄνθρωπος βασιλεύς ἀπηνής χρεώ γίγνομαι ἀεικής λοιγός ἀμύνω,Iliad 1.338
ἀπηνής,0,1,1,,"ungentle, rough, hard; cruel; cruel thoughts; hard",lsj,μάρτυρος θεός μάκαρ θνητός ἄνθρωπος βασιλεύς χρεώ γίγνομαι ἀεικής λοιγός ἀμύνω,Iliad 1.340
χρεώ,0,1,1,,"want, need; need; necessity; need of",lsj,μάρτυρος θεός μάκαρ θνητός ἄνθρωπος βασιλεύς ἀπηνής γίγνομαι ἀεικής λοιγός ἀμύνω,Iliad 1.341
ὀλοός,0,1,1,,"destructive, deadly; ill; destroyed, lost",lsj,φρήν θύω,Iliad 1.342
θύω,0,1,1,,"offer by burning; made an offering; sacrifice, slay; the flesh of the victim",lsj,ὀλοός φρήν,Iliad 1.342
καπνός,0,1,1,,smoke; spray; trifles; on the smoking embers,lsj,κνῖσα οὐρανός ἱκνέομαι ἑλίσσω,Iliad 1.317
ἑλίσσω,0,1,1,,Acut.(Sp; turn round; about; turning,lsj,κνῖσα οὐρανός ἱκνέομαι καπνός,Iliad 1.317
τελήεις,0,1,1,,"perfect, complete; of full tale; number; of full-grown beasts",lsj,ἔρδω Ἀπόλλων ἑκατόμβη ταῦρος αἴξ θίς ἅλς1 ἀτρύγετος,Iliad 1.315
ἔρδω,0,1,1,,to do; harm; let; practise,lsj,Ἀπόλλων τελήεις ἑκατόμβη ταῦρος αἴξ θίς ἅλς1 ἀτρύγετος,Iliad 1.315
ἐπιτέλλω,0,1,1,,"enjoin, prescribe, command; spake; command; enjoined, prescribed",lsj,,Iliad 1.295
πειράω,0,1,1,,"attempt, endeavour, try; make trial of; make an attempt on; make an attempt",lsj,γιγνώσκω,Iliad 1.302
αἷμα,0,1,1,,blood; streams of blood; anything like blood; dye,lsj,κελαινός ἐρωέω δόρυ,Iliad 1.303
κελαινός,0,1,1,,"black, dark; swarthy; black with blood-stains; dark, murky",lsj,αἷμα ἐρωέω δόρυ,Iliad 1.303
ἐρωέω,0,1,1,,"rush, rush forth; started back; escape harm; draw back",lsj,αἷμα κελαινός δόρυ,Iliad 1.303
δόρυ,0,1,1,,"stem, tree; plank; beam; mast",lsj,αἷμα κελαινός ἐρωέω,Iliad 1.303
ἀντίβιος,0,1,1,,opposing force to force; wrangling; hostile; enemy,lsj,μάχομαι ἔπος ἀνίστημι,Iliad 1.304
Μενοιτιάδης,0,1,1,,,none,Πηλείδης κλισία ναῦς ἴσος εἶμι ἑταῖρος,Iliad 1.307
προερύω,0,1,1,,draw on; forward; drew; move,lsj,Ἀτρείδης ναῦς θοός ἅλς1,Iliad 1.308
κρίνω,0,1,1,,"separate, put asunder, distinguish; pick out, choose; to choose; to be chosen out, distinguished",lsj,ἐρέτης,Iliad 1.309
ἵζω,0,1,1,,"si-sd-ō; e-sed-s; make to sit, seat, place, set; set",lsj,Χρυσηίς καλλιπάρηος ἄγω,Iliad 1.311
ἐπιπλέω,0,1,1,,"sail upon; over; sail against, attack by sea; sail on",lsj,ἀναβαίνω ὑγρός κέλευθος,Iliad 1.312
ὑγρός,0,1,1,,"wet, moist, fluid; raw; liquid; moist",lsj,ἀναβαίνω ἐπιπλέω κέλευθος,Iliad 1.312
ἄνωγα,0,1,1,,"command, order; advise, urge; bade; bids, prompts",lsj,λαός Ἀτρείδης ἀπολυμαίνομαι,Iliad 1.313
λῦμα,0,1,1,,"water used in washing; dirt removed by washing, offscourings; purgations; offscourings, refuse",lsj,ἅλς1 βάλλω,Iliad 1.314
γενεά,0,1,1,,"race, family; by birth; blood; younger",lsj,μέροψ ἄνθρωπος φθίω τρέφω γίγνομαι Πύλος ἠγάθεος,Iliad 1.250
ῥέω,0,1,1,,"flow, run, stream, gush; runs with; a full stream; derive its stream",lsj,Νέστωρ ἡδυεπής ἀνορούω λιγύς Πύλιος ἀγορητής γλῶσσα μέλι γλυκύς αὐδή,Iliad 1.249
κάμνω,0,1,1,,work; wrought; build; win by toil,lsj,ὀλίγος φίλος ἔρχομαι ἔχω ναῦς πολεμίζω,Iliad 1.168
πτερόεις,0,1,1,,"feathered, winged; fluttering; winged",lsj,φωνέω ἔπος προσαυδάω,Iliad 1.201
ἐναρίζω,0,1,1,,strip a slain foe of his arms; slay in fight; slay; when dying,lsj,ἦτορ στῆθος λάσιος μερμηρίζω φάσγανον ὀξύς ἐρύω1 μηρός ἀνίστημι Ἀτρείδης χόλος παύω,Iliad 1.191
ἐρητύω,0,1,1,,"restrain, check; parts; to keep away from; prevent",lsj,ἦτορ στῆθος λάσιος μερμηρίζω φάσγανον ὀξύς ἐρύω1 μηρός ἀνίστημι Ἀτρείδης ἐναρίζω χόλος,Iliad 1.192
ὁρμαίνω,0,1,1,,"turn over; revolve anxiously in the mind, debate, ponder; ponder over, meditate; think, muse",lsj,φρήν θυμός ἕλκω κολεόν μέγας ξίφος ἔρχομαι Ἀθήνη,Iliad 1.193
ξανθός,0,1,1,,"yellow; brown, auburn; fair, golden; golden",lsj,κόμη αἱρέω Πηλείων οἶος φαίνω,Iliad 1.197
κόμη,0,1,1,,"hair of the head; the hair; hair, wig; unkempt",lsj,ξανθός αἱρέω Πηλείων οἶος φαίνω,Iliad 1.197
θαμβέω,0,1,1,,to be astounded; to be astonished at; alarm; PMag. Leid.W,lsj,Ἀχιλλεύς,Iliad 1.199
τρέπω,0,1,1,,Studien zum griech. Perf; turn; direct; show,lsj,,Iliad 1.199
τέκος,0,1,1,,the young,lsj,αἰγίοχος Ζεύς ἔρχομαι,Iliad 1.202
κώπη,0,1,1,,handle; handle of an oar; the oar; oars,lsj,ἀργύρεος ἔχω χείρ βαρύς,Iliad 1.219
ὑπεροπλία,0,1,1,,"insolence, presumptuousness; high courage",lsj,θυμός ὄλλυμι,Iliad 1.205
γλαυκῶπις,0,1,1,,with gleaming eyes,lsj,προσεῖπον θεά Ἀθήνη,Iliad 1.206
ὀνειδίζω,0,1,1,,"cast in; teeth, make a reproach; make a reproach; to be made a reproach",lsj,ἔπος,Iliad 1.211
ἐξείρω,0,1,1,,put forth; pull out,lsj,,Iliad 1.212
πάρειμι,0,1,1,,sum; to be by; present; near,lsj,τόσος ἀγλαός δῶρον ὕβρις,Iliad 1.213
ἴσχω,0,1,1,,"keep back, restrain; keep; back; to keep",lsj,,Iliad 1.214
χρή,0,1,1,,"sum; it is necessary; it must needs, one must; ought",lsj,σφωίτερος θεά ἔπος ἐρύω2 θυμός χολόω,Iliad 1.216
ὀξύς,0,1,1,,"wood sorrel, Oxalis Acetosella; great sea-rush, Juncus acutus; sorrel, Rumex acetosa",lsj,ἦτορ στῆθος λάσιος μερμηρίζω φάσγανον ἐρύω1 μηρός ἀνίστημι Ἀτρείδης ἐναρίζω χόλος παύω,Iliad 1.190
φάσγανον,0,1,1,,"sword; corn-flag, Gladiolus segetum",lsj,ἦτορ στῆθος λάσιος μερμηρίζω ὀξύς ἐρύω1 μηρός ἀνίστημι Ἀτρείδης ἐναρίζω χόλος παύω,Iliad 1.190
μερμηρίζω,0,1,1,,"to be anxious; thoughtful, to be in doubt; was debating; debated anxiously",lsj,ἦτορ στῆθος λάσιος φάσγανον ὀξύς ἐρύω1 μηρός ἀνίστημι Ἀτρείδης ἐναρίζω χόλος παύω,Iliad 1.189
λάσιος,0,1,1,,"shaggy, woolly; hairiness; bushy, overgrown; overgrown with",lsj,ἦτορ στῆθος μερμηρίζω φάσγανον ὀξύς ἐρύω1 μηρός ἀνίστημι Ἀτρείδης ἐναρίζω χόλος παύω,Iliad 1.189
πολεμίζω,0,1,1,,"wage war, fight; with; jointly with; war",lsj,ὀλίγος φίλος ἔρχομαι ἔχω ναῦς κάμνω,Iliad 1.168
κορωνίς,0,1,1,,crook-beaked; curved; with crumpled horns; anything curved,lsj,εἶμι Φθία πολύς φέρτατος ναῦς,Iliad 1.170
ἄφενος,0,1,1,,"revenue, riches, wealth, abundance; wealth",lsj,οἴομαι ἄτιμος πλοῦτος ἀφύσσω,Iliad 1.171
πλοῦτος,0,1,1,,"wealth, riches; treasures; treasure; Plutus",lsj,οἴομαι ἄτιμος ἄφενος ἀφύσσω,Iliad 1.171
ἐπισεύω,0,1,1,,"put in motion; against, set on; hurry; hasten to",lsj,φεύγω θυμός,Iliad 1.173
ἔχθιστος,0,1,1,,most hateful; most hostile; bitterest enemies,lsj,διοτρεφής βασιλεύς,Iliad 1.176
διοτρεφής,0,1,1,,"fostered, cherished by Zeus; fed by rain",lsj,ἔχθιστος βασιλεύς,Iliad 1.176
ὄθομαι,0,1,1,,take heed; regard,lsj,κοτέω,Iliad 1.181
κοτέω,0,1,1,,"bear; a grudge, be angry at; angry at; angry",lsj,ὄθομαι,Iliad 1.181
φέρτερος,0,1,1,,,none,ἄγω Βρισηίς καλλιπάρηος εἶμι κλισία γέρας εἶδον ὅσος στυγέω ἴσος φημί ὁμοιόω,Iliad 1.186
στυγέω,0,1,1,,"hate, abhor; to show hatred; hate; fear",lsj,ἄγω Βρισηίς καλλιπάρηος εἶμι κλισία γέρας εἶδον ὅσος φέρτερος ἴσος φημί ὁμοιόω,Iliad 1.186
ὁμοιόω,0,1,1,,"make like; makes; correspond; to be made like, become like",lsj,ἄγω Βρισηίς καλλιπάρηος εἶμι κλισία γέρας εἶδον ὅσος φέρτερος στυγέω ἴσος φημί,Iliad 1.187
ἄχος,0,1,1,,"pain, distress",lsj,Πηλείων γίγνομαι,Iliad 1.188
ἦτορ,0,1,1,,"heart; my heart; the seat of life, life; the seat of feeling, passion, desire",lsj,στῆθος λάσιος μερμηρίζω φάσγανον ὀξύς ἐρύω1 μηρός ἀνίστημι Ἀτρείδης ἐναρίζω χόλος παύω,Iliad 1.188
σφωίτερος,0,1,1,,"of you two; of them two; both of them; your own, your",lsj (relaxed match),χρή θεά ἔπος ἐρύω2 θυμός χολόω,Iliad 1.216
ὠθέω,0,1,1,,"thrust, push; he kept pushing; pushed; rush",lsj,κολεόν μέγας ξίφος,Iliad 1.220
μέλι,0,1,1,,honey; sweet gum; manna; milip,lsj,Νέστωρ ἡδυεπής ἀνορούω λιγύς Πύλιος ἀγορητής γλῶσσα γλυκύς ῥέω αὐδή,Iliad 1.249
ἀμύσσω,0,1,1,,"scratch, tear, lacerate; tear in pieces, mangle; prick; sting",lsj,θυμός χώομαι ἄριστος Ἀχαιός τίνω,Iliad 1.243
παλάμη,0,1,1,,,none,υἱός Ἀχαιός φορέω δικασπόλος θέμις Ζεύς ἐρύω2,Iliad 1.238
φορέω,0,1,1,,"repeated; habitual; bear to and fro, bear along; conveyed",lsj,υἱός Ἀχαιός παλάμη δικασπόλος θέμις Ζεύς ἐρύω2,Iliad 1.238
δικασπόλος,0,1,1,,"qṷel; one who gives law, judge",lsj,υἱός Ἀχαιός παλάμη φορέω θέμις Ζεύς ἐρύω2,Iliad 1.238
θέμις,0,1,1,,"that which is laid down; established, law; as established by custom; meet and right",lsj,υἱός Ἀχαιός παλάμη φορέω δικασπόλος Ζεύς ἐρύω2,Iliad 1.238
ποθή,0,1,1,,"longing, desire for; from longing after; want",lsj,Ἀχιλλεύς ἱκνέομαι υἱός Ἀχαιός σύμπας,Iliad 1.240
Ἕκτωρ,0,1,1,,,none,δύναμαι ἄχνυμαι χραισμέω πολύς ἀνδροφόνος θνήσκω πίπτω,Iliad 1.242
ἀνδροφόνος,0,1,1,,man-slaying; homicide; murderous; slaughter in battle,lsj,δύναμαι ἄχνυμαι χραισμέω πολύς Ἕκτωρ θνήσκω πίπτω,Iliad 1.242
ἧλος,0,1,1,,"nail-head, stud; nail; acutus; spur",lsj,σκῆπτρον βάλλω γαῖα χρύσεος πείρω,Iliad 1.246
ἀπιθέω,0,1,1,,disobeyed; fail to persuade,lsj,μῦθος Ἀθήνη,Iliad 1.220
Νέστωρ,0,1,1,,Nestor,lsj,ἡδυεπής ἀνορούω λιγύς Πύλιος ἀγορητής γλῶσσα μέλι γλυκύς ῥέω αὐδή,Iliad 1.247
ἡδυεπής,0,1,1,,sweet-speaking; sweet-sounding,lsj,Νέστωρ ἀνορούω λιγύς Πύλιος ἀγορητής γλῶσσα μέλι γλυκύς ῥέω αὐδή,Iliad 1.248
ἀνορούω,0,1,1,,"start up, leap up; went swiftly up",lsj,Νέστωρ ἡδυεπής λιγύς Πύλιος ἀγορητής γλῶσσα μέλι γλυκύς ῥέω αὐδή,Iliad 1.248
λιγύς,0,1,1,,"clear, shrill; clear, sweet; clear-toned; clear-voiced",lsj,Νέστωρ ἡδυεπής ἀνορούω Πύλιος ἀγορητής γλῶσσα μέλι γλυκύς ῥέω αὐδή,Iliad 1.248
Πύλιος,0,1,1,,,none,Νέστωρ ἡδυεπής ἀνορούω λιγύς ἀγορητής γλῶσσα μέλι γλυκύς ῥέω αὐδή,Iliad 1.248
ἀγορητής,0,1,1,,speaker; public auctioneer,lsj,Νέστωρ ἡδυεπής ἀνορούω λιγύς Πύλιος γλῶσσα μέλι γλυκύς ῥέω αὐδή,Iliad 1.248
γλῶσσα,0,1,1,,tongue; larynx; of talking; frankness of speech,lsj,Νέστωρ ἡδυεπής ἀνορούω λιγύς Πύλιος ἀγορητής μέλι γλυκύς ῥέω αὐδή,Iliad 1.249
φλοιός,0,1,1,,bark; smooth bark; husk; skin,lsj,χαλκός λέπω φύλλον,Iliad 1.237
λέπω,0,1,1,,"strip off the rind; husks, peel, bark; give a hiding to; thrash",lsj,χαλκός φύλλον φλοιός,Iliad 1.236
χαλκός,0,1,1,,copper; bronze; anything made of metal; the spear of bronze,lsj,λέπω φύλλον φλοιός,Iliad 1.236
ἀναθηλέω,0,1,1,,sprout afresh,lsj,σκῆπτρον φύλλον ὄζος φύω πρῶτος τομή ὄρος λείπω,Iliad 1.236
δαίμων,0,1,1,,"god, goddess; the Divine power; the Deity; chance",lsj,Ὄλυμπος βαίνω δῶμα αἰγίοχος Ζεύς,Iliad 1.222
οἰνοβαρής,0,1,1,,heavy with wine,lsj,κύων ὄμμα ἔχω καρδία ἔλαφος πόλεμος λαός θωρήσσω λόχος εἶμι ἀριστεύς Ἀχαιός,Iliad 1.225
ὄμμα,0,1,1,,eye; straight; look; expression,lsj,οἰνοβαρής κύων ἔχω καρδία ἔλαφος πόλεμος λαός θωρήσσω λόχος εἶμι ἀριστεύς Ἀχαιός,Iliad 1.225
ἔλαφος,0,1,1,,"deer, Cervus elaphus; hart; stag; hind",lsj,οἰνοβαρής κύων ὄμμα ἔχω καρδία πόλεμος λαός θωρήσσω λόχος εἶμι ἀριστεύς Ἀχαιός,Iliad 1.225
θωρήσσω,0,1,1,,"arm with a; arm; arm oneself, put oneʼs harness on; to arm yourselves withal",lsj,οἰνοβαρής κύων ὄμμα ἔχω καρδία ἔλαφος πόλεμος λαός λόχος εἶμι ἀριστεύς Ἀχαιός,Iliad 1.226
λόχος,0,1,1,,ambush; place for lying in wait; ambuscade; an ambush,lsj,οἰνοβαρής κύων ὄμμα ἔχω καρδία ἔλαφος πόλεμος λαός θωρήσσω εἶμι ἀριστεύς Ἀχαιός,Iliad 1.227
ἀριστεύς,0,1,1,,those who excel in valour; chiefs,lsj,οἰνοβαρής κύων ὄμμα ἔχω καρδία ἔλαφος πόλεμος λαός θωρήσσω λόχος εἶμι Ἀχαιός,Iliad 1.227
κήρ,0,1,1,,,none,εἶδον,Iliad 1.228
λωίων,0,1,1,,"more desirable, more agreeable, better; my good friend",lsj (relaxed match),πολύς στρατός εὐρύς Ἀχαιός δῶρον ἀφαιρέω ἀντίος εἶπον,Iliad 1.229
